#,Team,GP,% Time,Poss / Game,Points,PPP,FGm,FGM,FGA,FG%,aFG%,%TO,%FT,%SF,%Score
596,Kent State Golden Flashes,34,100%,81.6,72.4,0.887,35,25.4,60.4,42.1%,48.3%,15.1%,13.1%,9.3%,40.6%
597,Kent State-Tuscarawas,5,100%,80.8,50,0.619,38.6,18.4,57,32.3%,37.7%,23%,6.9%,5.9%,28%
598,Kentucky Christian Knights,6,100%,91,73.2,0.804,42.7,25,67.7,36.9%,43.1%,14.3%,13.7%,11.5%,37.4%
599,Kentucky State Thorobreads,24,100%,89.5,79.5,0.889,35.8,28.9,64.6,44.7%,49.5%,15.2%,14.4%,10.8%,42.3%
600,Kentucky Wesleyan Panthers,32,100%,81.8,73.7,0.901,32.9,28.1,61,46%,50.8%,15.9%,11.5%,8.6%,42.6%
601,Kentucky Wildcats,38,100%,82,77,0.939,30.1,27.2,57.3,47.4%,52.1%,15.8%,16.7%,10.9%,45.5%
602,Kenyon Lords,25,100%,78,69.8,0.895,34.4,25.9,60.3,42.9%,50.3%,15%,9%,6%,39.9%
603,Keuka,11,100%,79.8,64.1,0.803,30.2,22.8,53,43.1%,48%,22%,14.5%,8.9%,37.9%
604,Keystone,24,100%,91.8,77.3,0.841,39.6,27.5,67.1,41%,47.5%,16.1%,12.6%,9.1%,38.6%
605,King University (TN) Tornados,29,100%,85.2,82.4,0.968,35,27.9,62.9,44.4%,52.9%,14.2%,14.4%,10.5%,43.2%
