#,Team,GP,% Time,Poss / Game,Points,PPP,FGm,FGM,FGA,FG%,aFG%,%TO,%FT,%SF,%Score
200,Trinity Bible College (ND) Lions,14,100%,91.8,80.9,0.881,38,29.4,67.4,43.6%,50.7%,17.2%,11.7%,8.4%,39.8%
201,Trinity Bible College (FL) Tigers,4,100%,99,102,1.03,35,39.3,74.3,52.9%,60.9%,16.7%,10.4%,9.8%,46.7%
202,Trinity Baptist Eagles,11,100%,89.9,91.3,1.015,33.1,34.7,67.8,51.2%,59.1%,16.8%,10.4%,8.6%,45.4%
203,Trinity (TX) Tigers,28,100%,85.3,72.5,0.85,35.9,24.1,60,40.2%,47.1%,17.4%,14.1%,9.7%,38.9%
204,Trine University Thunder,25,100%,83.7,72.5,0.866,36.8,26.6,63.4,42%,48.5%,15.5%,10.3%,7.3%,39.1%
205,Trevecca Nazarene Trojans,29,100%,81,77.4,0.955,32.3,27.6,59.8,46.1%,53.5%,15.9%,12.6%,8.9%,43.1%
206,Transylvania University Pioneers,26,100%,83.9,76.6,0.913,30.3,25.6,55.9,45.8%,52.2%,19.1%,16.6%,9.5%,42.5%
207,Towson Tigers,32,100%,78.7,70.4,0.895,32.2,24,56.2,42.8%,49.4%,16.2%,14.5%,9.6%,41.4%
208,Tougaloo College Bulldogs,5,100%,86.4,84.8,0.981,29.6,31.2,60.8,51.3%,57.4%,16.2%,16%,11.6%,46.3%
209,Toronto Varsity Blues,30,100%,88.5,76.8,0.867,38.9,28.5,67.4,42.3%,48.6%,16.1%,9.7%,7.5%,39.1%
210,Toledo Rockets,34,100%,80.1,74.2,0.927,36.2,27.6,63.8,43.3%,48.9%,11.3%,11.2%,8.3%,42.7%
211,Toccoa Falls Eagles,21,100%,95.5,103,1.079,34.7,38.7,73.4,52.8%,60.1%,12%,13.8%,11%,49.7%
212,Tiffin University Dragons,29,100%,79.5,74.4,0.936,32,26.7,58.7,45.5%,52.9%,16.1%,12.4%,7.9%,42.3%
213,Thompson Rivers University Wolfpack,25,100%,88.4,78.1,0.884,40.3,28.8,69.1,41.6%,48%,13%,11.2%,9.2%,40.1%
214,Thomas More Saints,28,100%,71.7,63.2,0.881,32.1,23.3,55.4,42%,49.2%,14.8%,9.8%,7.5%,39.3%
215,Thomas (ME) Terriers,4,100%,91.3,74.3,0.814,42.8,26.3,69,38%,44.7%,15.3%,10.7%,6.8%,36.4%
216,Thomas (GA) Night Hawks,28,100%,82.4,70.5,0.855,34.9,24.5,59.4,41.2%,47.7%,16.9%,12.9%,9%,39.2%
217,Thiel,25,100%,82,69.1,0.843,33.8,24.4,58.2,41.9%,47.1%,17.1%,14.4%,10.5%,39.7%
218,The Crown College of the Bible (TN),4,100%,114,123.5,1.083,42.5,47,89.5,52.5%,61.5%,13.8%,10.1%,9%,47.4%
219,Texas-(Tyler) Patriots,28,100%,90.2,82.4,0.914,38.5,29.5,68,43.4%,49.5%,14.2%,12.2%,8%,42%
220,Texas-(San Antonio) Roadrunners,36,100%,83.7,74.4,0.889,35.5,25.1,60.6,41.4%,48.1%,14.3%,15.3%,10.6%,41.3%
221,Texas-(Rio Grande Valley) Vaqueros,33,100%,85.6,77.1,0.901,32.9,26.4,59.3,44.5%,50.3%,17.1%,16.7%,11.2%,42.2%
222,Texas-(Permian Basin) Falcons,32,100%,87.1,75.8,0.869,36.9,25.4,62.3,40.8%,48%,15.9%,14.8%,8.2%,39.8%
223,Texas-(Dallas) Comets,26,100%,83.5,72.1,0.864,34.5,25.7,60.2,42.7%,49.6%,18.7%,11.7%,8.9%,38.6%
224,Texas-(Austin) Longhorns,34,100%,78.9,68,0.862,34.7,25.2,59.9,42%,47.8%,14.9%,10.4%,7.2%,39.7%
225,Texas-(Arlington) Mavericks,33,100%,84.5,73,0.863,36.2,24.9,61.2,40.8%,48.3%,16.6%,13.3%,9.4%,38.6%
226,Texas Wesleyan Rams,30,100%,87.3,76.6,0.877,37.3,26.6,63.8,41.6%,48.4%,15.7%,13%,8.9%,40%
227,Texas Tech Red Raiders,37,100%,78.1,64.3,0.824,32.6,21.7,54.3,39.9%,46.1%,18.4%,14.1%,9.6%,38.3%
228,Texas State Bobcats,34,100%,73.9,64.6,0.873,30.1,23.4,53.5,43.8%,50.1%,17.7%,11.8%,8.6%,40.1%
229,Texas Southern Tigers,36,100%,85,78.2,0.92,35.9,29.1,65,44.7%,50.7%,13.7%,12.3%,8.8%,42.5%
230,Texas Lutheran Bulldogs,27,100%,81.2,75.3,0.928,31.7,27.6,59.4,46.5%,51.8%,15.6%,13.5%,8.8%,43.6%
231,Texas College Steers,12,100%,92.8,92.5,0.997,31.8,32.8,64.6,50.8%,57%,17.7%,15.5%,11.2%,46.5%
232,Texas A&M-(Kingsville) Javelinas,28,100%,79.1,68,0.859,30.4,22.4,52.8,42.5%,48%,18.7%,17.1%,10.4%,40.8%
233,Texas A&M-(International) Dustdevils,28,100%,71.8,65.6,0.914,25.4,21.9,47.3,46.3%,53.1%,20.7%,15.9%,10.4%,42.5%
234,Texas A&M-(Corpus Christi) Islanders,29,100%,79.4,70.7,0.89,29.7,23.3,53,44%,51.3%,18.9%,17%,10.8%,41.1%
235,Texas A&M-(Commerce) Lions,31,100%,80.7,68.9,0.853,33.3,23.7,57,41.6%,48.3%,18.3%,13.1%,8.9%,39.1%
236,Texas A&M Aggies,35,100%,81.1,69.9,0.863,37.2,25.4,62.6,40.5%,46.6%,12.9%,11.5%,8.1%,39.7%
237,Tennessee-Martin Skyhawks,31,100%,80.7,72.2,0.895,33.7,24.5,58.2,42.1%,50.6%,16.7%,12.8%,9%,39.9%
238,Tennessee Wesleyan Bulldogs,28,100%,90,81.6,0.906,35.2,29.1,64.3,45.3%,51.9%,17.1%,13.5%,9.7%,42.4%
239,Tennessee Volunteers,35,100%,77.7,65.4,0.843,32.5,22.3,54.8,40.8%,46.5%,16.9%,14.5%,9.5%,39.3%
240,Tennessee Tech Golden Eagles,33,100%,82.4,71.4,0.866,33,25.2,58.3,43.3%,49.6%,17.8%,13.4%,8.2%,40.1%
241,Tennessee State Tigers,30,100%,76.1,66.2,0.87,30.3,22.7,53,42.8%,51.3%,19.5%,12.8%,8.2%,38.8%
242,Temple Owls,33,100%,78.8,70.1,0.89,32.9,25.2,58.1,43.3%,49.3%,15.4%,12.5%,8.5%,41.3%
243,TCU Horned Frogs,33,100%,79.5,74.6,0.939,32.4,26.9,59.3,45.3%,52%,15.1%,12.2%,8.5%,43.1%
244,Taylor University Trojans,31,100%,85.5,82.1,0.961,34.2,29.1,63.2,46%,51.8%,14.3%,14.4%,10.2%,44.4%
245,Tarleton State Texans,29,100%,80,67.2,0.841,36.4,24.4,60.9,40.1%,46.8%,15.6%,9.8%,7.4%,37.9%
246,Tampa Spartans,26,100%,86.4,80,0.925,35.2,29.3,64.5,45.5%,52.1%,15.8%,11.3%,8.3%,42.2%
247,Talladega Tornadoes,11,100%,77.5,68.7,0.887,28.5,23.4,51.9,45%,50.8%,18.8%,17.7%,10%,41.8%
248,Tabor College Bluejays,29,100%,89.2,79.1,0.886,35.4,28.3,63.7,44.4%,50.6%,18.1%,13.1%,8.6%,40.6%
249,Syracuse Orange,37,100%,75.5,63.5,0.841,34.2,21.6,55.8,38.7%,45.7%,15.5%,12.1%,8.5%,37.7%
250,Swarthmore Garnet,31,100%,79.5,66.5,0.836,36.2,23.5,59.6,39.3%,45.8%,14.9%,11.5%,7.3%,38.1%
251,Susquehanna University Crusaders,24,100%,79.3,76,0.958,28.6,26.8,55.5,48.4%,56.1%,18.8%,13.5%,8.1%,43.4%
252,SUNY Purchase Panthers,12,100%,82.5,72,0.873,35.5,27.6,63.1,43.7%,49.6%,15.6%,9.4%,7.1%,40.2%
253,SUNY Potsdam,25,100%,86.7,76,0.876,34.9,26.9,61.8,43.6%,49.1%,16.6%,14%,9.2%,41.4%
254,SUNY Polytechnic Wildcats,10,100%,88.6,80.8,0.912,32.8,28.4,61.2,46.4%,53.6%,18.8%,14.1%,10.2%,42.8%
255,SUNY Old Westbury Panthers,10,100%,86.7,75.7,0.873,34.4,25.9,60.3,43%,50.2%,19.4%,12.7%,8.2%,40.1%
256,SUNY New Paltz Hawks,25,100%,86.5,79.8,0.923,34.6,27.5,62.1,44.2%,50.6%,15.6%,15.4%,10.6%,42.6%
257,SUNY Maritime Privateers,8,100%,87.1,77,0.884,35,28.4,63.4,44.8%,49.3%,15.8%,13.8%,9%,42.2%
258,SUNY Geneseo Knights,26,100%,81,71.8,0.886,35.3,26,61.3,42.5%,49.2%,15%,11.5%,8.7%,40.1%
259,SUNY Delhi Broncos,12,100%,92,72.8,0.791,36.5,25.9,62.4,41.5%,48%,20.9%,13.9%,9.7%,36.9%
260,SUNY Cortland Dragons,24,100%,79.7,68.9,0.865,36.4,26.8,63.2,42.4%,48.2%,14.1%,8.5%,7%,39%
261,SUNY Cobleskill Fighting Tigers,11,100%,83.6,73.3,0.876,30.8,26.4,57.2,46.1%,51.9%,20.2%,13.8%,9.3%,40.7%
262,SUNY Canton Kangaroos,22,100%,88,74.5,0.847,39.2,27.5,66.7,41.3%,47.2%,15%,10.8%,7.7%,38.8%
263,Sul Ross State Lobos,29,100%,89.5,71.5,0.799,37.7,25.2,62.9,40.1%,45.4%,19.1%,12.7%,8.9%,37%
264,Suffolk Rams,17,100%,78.8,68.3,0.866,31,25.5,56.5,45.1%,50.3%,17.8%,13.2%,9%,40.9%
265,Stratford Cardinals,1,100%,99,113,1.141,28,35,63,55.6%,72.2%,21.2%,17.2%,12.1%,49.5%
266,Stony Brook Seawolves,32,100%,79.4,70,0.882,30.8,23.7,54.5,43.5%,49.8%,18.2%,15.8%,10.4%,41%
267,Stonehill College Skyhawks,29,100%,81.6,77,0.943,33.1,28.8,61.9,46.5%,52.6%,15.4%,11.4%,8.5%,42.8%
268,Stockton University,25,100%,82.5,73.4,0.889,35.2,25.9,61.1,42.4%,49%,15.1%,12.9%,9.2%,40.7%
269,Stillman Tigers,15,100%,89.6,72.3,0.807,40.7,25.9,66.6,38.9%,45%,15.5%,11.9%,8.9%,37.3%
270,Stevenson Mustangs,25,100%,85.4,75.4,0.882,35.1,27.3,62.4,43.7%,49.2%,16.5%,12.7%,8.3%,40.9%
271,Stevens (NJ) Ducks,26,100%,88,71.7,0.815,38.3,26,64.4,40.4%,45.8%,16.7%,12.7%,8.3%,37.8%
272,Stetson Hatters,32,100%,81.3,76.9,0.947,31.6,27.1,58.7,46.2%,53.3%,16.2%,13.9%,9.1%,43.4%
273,Sterling College (KS) Warriors,29,100%,84.3,84.4,1.001,32.8,29.8,62.6,47.6%,56.7%,15.7%,12.5%,8.5%,44.3%
274,Stephen F. Austin Lumberjacks,35,100%,82.4,67.4,0.818,29.7,21.8,51.6,42.3%,49.1%,23.1%,16.4%,10.2%,38.4%
275,Staten Island Dolphins,28,100%,90.1,75.6,0.84,36.3,26.2,62.4,41.9%,47%,17.5%,15.7%,10.7%,40.1%
276,Stanford Cardinal,35,100%,82.6,74.6,0.903,35.9,27.2,63.1,43.1%,49.4%,13.5%,12.5%,8.6%,41.1%
277,St. Thomas Aquinas Spartans,33,100%,84.4,71.2,0.843,31.8,24.6,56.4,43.6%,50.9%,21.7%,12.9%,7.2%,38.7%
278,St. Thomas (TX) Celts,22,100%,86.9,76.5,0.881,33.3,26.5,59.8,44.4%,51.1%,18.9%,14.8%,9.3%,40.5%
279,St. Thomas (MN) Tommies,26,100%,77.5,66.6,0.86,33,24.1,57.2,42.2%,47.3%,15.4%,13.2%,8.4%,40%
280,St. Thomas (FL) Bobcats,32,100%,88.5,77.1,0.871,35.3,27.4,62.7,43.7%,50.7%,18.2%,12.6%,8%,40.3%
281,St. Scholastica Saints,26,100%,79.6,70.7,0.888,33.9,26.2,60.1,43.6%,49.5%,15.4%,10.8%,8.8%,40.6%
282,St. Olaf Oles,28,100%,74.5,65.7,0.881,31.3,24,55.3,43.4%,50.1%,17.1%,11.5%,8.1%,39.5%
283,St. Norbert Green Knights,16,100%,70.4,63.6,0.903,30.1,22.3,52.4,42.6%,50.8%,15.7%,11.6%,8.2%,40.3%
284,St. Mary's (TX) Rattlers,27,100%,77,74.4,0.967,29,26.2,55.1,47.5%,53.7%,15.3%,15.7%,11.2%,45.4%
285,St. Mary's (MD) Seahawks,26,100%,83,78.2,0.943,32.2,28.5,60.7,47%,53.4%,16.3%,12.6%,8.8%,43.7%
286,St. Mary's (ALB) Lightning,9,100%,99.2,83.3,0.84,40.8,32.2,73,44.1%,48.9%,17.9%,9.9%,7.5%,40%
287,St. Louis Pharmacy Eutectics,22,100%,86.1,85.2,0.989,33.7,31.5,65.2,48.3%,55.4%,13.8%,12.8%,9.3%,44.9%
288,St. Lawrence Saints,25,100%,84.4,83.3,0.987,35.4,30.6,66,46.4%,54.5%,12.6%,10.8%,7.6%,44.3%
289,St. Joseph's (LI) Eagles,9,100%,81.7,66.6,0.815,34.2,23.6,57.8,40.8%,45.4%,16.6%,14.6%,10.1%,39.2%
